,USstate,year,month,nTweets_x,nTweets_y,misogyny_proportion
442,ar,2018,11,22363.333333333332,1.0,4.5228879459298594e-05
443,ar,2018,12,22758.666666666668,1.0,4.4400030436789735e-05
444,ar,2019,1,23154.0,1.0,4.357118141428088e-05
445,ar,2019,2,23549.333333333332,1.0,4.274233239177202e-05
446,ar,2019,3,23944.666666666664,1.0,4.191348336926317e-05
447,ar,2019,4,24340.0,1.0,4.108463434675431e-05
448,ar,2019,5,27669.939393939392,1.121212121212121,4.0968434886248816e-05
449,ar,2019,6,30999.878787878788,1.2424242424242424,4.085223542574332e-05
450,ar,2019,7,34329.818181818184,1.3636363636363638,4.073603596523783e-05
451,ar,2019,8,37659.757575757576,1.4848484848484849,4.0619836504732336e-05
452,ar,2019,9,40989.69696969697,1.606060606060606,4.050363704422684e-05
453,ar,2019,10,44319.63636363637,1.7272727272727273,4.0387437583721345e-05
454,ar,2019,11,47649.57575757576,1.8484848484848486,4.0271238123215856e-05
455,ar,2019,12,50979.51515151515,1.9696969696969697,4.015503866271036e-05
456,ar,2020,1,54309.454545454544,2.090909090909091,4.0038839202204864e-05
457,ar,2020,2,57639.393939393936,2.212121212121212,3.992263974169937e-05
458,ar,2020,3,60969.333333333336,2.3333333333333335,3.980644028119388e-05
459,ar,2020,4,64299.27272727273,2.4545454545454546,3.9690240820688384e-05
460,ar,2020,5,67629.21212121213,2.5757575757575757,3.957404136018289e-05
461,ar,2020,6,70959.15151515152,2.6969696969696972,3.945784189967739e-05
462,ar,2020,7,74289.09090909091,2.8181818181818183,3.9341642439171904e-05
463,ar,2020,8,77619.0303030303,2.9393939393939394,3.922544297866641e-05
464,ar,2020,9,80948.9696969697,3.0606060606060606,3.910924351816091e-05
465,ar,2020,10,84278.90909090909,3.1818181818181817,3.8993044057655416e-05
466,ar,2020,11,87608.84848484848,3.303030303030303,3.887684459714993e-05
467,ar,2020,12,90938.78787878787,3.4242424242424243,3.876064513664443e-05
468,ar,2021,1,94268.72727272728,3.5454545454545454,3.8644445676138936e-05
469,ar,2021,2,97598.66666666667,3.666666666666667,3.852824621563344e-05
470,ar,2021,3,100928.60606060606,3.787878787878788,3.841204675512795e-05
471,ar,2021,4,104258.54545454546,3.909090909090909,3.8295847294622456e-05
472,ar,2021,5,107588.48484848485,4.03030303030303,3.817964783411696e-05
473,ar,2021,6,110918.42424242424,4.151515151515151,3.8063448373611464e-05
474,ar,2021,7,114248.36363636363,4.272727272727273,3.7947248913105975e-05
475,ar,2021,8,117578.30303030304,4.3939393939393945,3.783104945260048e-05
476,ar,2021,9,120908.24242424243,4.515151515151516,3.7714849992094984e-05
477,ar,2021,10,124238.18181818182,4.636363636363637,3.759865053158949e-05
478,ar,2021,11,127568.12121212122,4.757575757575758,3.7482451071084e-05
479,ar,2021,12,130898.06060606061,4.878787878787879,3.7366251610578504e-05
480,ca,2012,1,134228.0,5.0,3.725005215007301e-05
481,ca,2012,2,475284.0,15.0,3.156007776403161e-05
482,ca,2012,3,502663.0,19.0,3.779868420790868e-05
483,ca,2012,4,347352.0,9.0,2.59103157603814e-05
484,ca,2012,5,315957.0,6.0,1.8989925844339577e-05
485,ca,2012,6,688564.0,24.0,3.485514781487269e-05
486,ca,2012,7,977941.0,34.0,3.476692356696365e-05
487,ca,2012,8,978595.0,26.0,2.6568703089633606e-05
488,ca,2012,9,723574.0,18.0,2.487651573992432e-05
489,ca,2012,10,949903.0,27.0,2.8423954866970627e-05
490,ca,2012,11,944019.0,22.0,2.3304615690997743e-05
491,ca,2012,12,790602.0,23.0,2.9091755396520627e-05
492,ca,2013,1,875316.0,21.0,2.3991335700478457e-05
493,ca,2013,2,662249.0,16.0,2.4160096881988498e-05
494,ca,2013,3,969726.0,26.0,2.681169732481134e-05
495,ca,2013,4,739231.0,18.0,2.434962819470504e-05
496,ca,2013,5,684637.0,20.0,2.921256081690005e-05
497,ca,2013,6,855808.0,16.0,1.8695782231528567e-05
498,ca,2013,7,903000.0,22.0,2.4363233665559246e-05
499,ca,2013,8,910008.0,31.0,3.40656345878278e-05
500,ca,2013,9,769400.0,18.0,2.339485313231089e-05
501,ca,2013,10,211649.0,6.0,2.83488228151326e-05
502,ca,2013,11,783779.0,10.0,1.2758698561711911e-05
503,ca,2013,12,773250.0,18.0,2.3278370514064016e-05
504,ca,2014,1,691924.5,15.0,2.146560161211939e-05
505,ca,2014,2,610599.0,12.0,1.9652832710174764e-05
506,ca,2014,3,656117.0,18.0,2.7434131412537704e-05
507,ca,2014,4,746992.0,16.0,2.141923876025446e-05
508,ca,2014,5,760887.0,12.0,1.577106718868899e-05
509,ca,2014,6,815558.0,14.0,1.716616108235098e-05
510,ca,2014,7,701849.0,18.0,2.564654220494722e-05
511,ca,2014,8,153950.0,4.0,2.5982461838259174e-05
512,ca,2014,9,642596.0,12.0,1.8674252563041164e-05
513,ca,2014,10,624006.0,15.0,2.4038230401630753e-05
514,ca,2014,11,699327.0,12.0,1.7159354636672116e-05
515,ca,2014,12,712425.0,20.0,2.8073130504965437e-05
516,ca,2015,1,551343.3333333334,15.333333333333332,2.744218532486249e-05
517,ca,2015,2,390261.6666666667,10.666666666666666,2.6811240144759548e-05
518,ca,2015,3,229180.0,6.0,2.6180294964656602e-05
519,ca,2015,4,545473.0,14.0,2.5665798307157276e-05
520,ca,2015,5,731807.0,13.0,1.7764246584140356e-05
521,ca,2015,6,697839.0,6.0,8.597971738466895e-06
522,ca,2015,7,897449.0,21.0,2.339965836498787e-05
523,ca,2015,8,506490.0,8.0,1.579498114474126e-05
524,ca,2015,9,622013.0,1.0,1.6076834406997925e-06
525,ca,2015,10,749746.0,15.0,2.0006775628012688e-05
526,ca,2015,11,613403.0,7.0,1.1411747252621849e-05
527,ca,2015,12,289673.0,5.0,1.7260842398152398e-05
528,ca,2016,1,926761.0,13.0,1.4027349014470829e-05
529,ca,2016,2,682520.0,15.0,2.1977377952294437e-05
530,ca,2016,3,669683.0,6.0,8.959462910063419e-06
531,ca,2016,4,918824.0,14.0,1.523686799648246e-05
532,ca,2016,5,926948.0,17.0,1.833975584390926e-05
533,ca,2016,6,746762.0,16.0,2.1425835808463742e-05
534,ca,2016,7,321588.0,5.0,1.5547843825018346e-05
535,ca,2016,8,718437.0,7.0,9.743373462112892e-06
536,ca,2016,9,928022.0,9.0,9.698045951496839e-06
537,ca,2016,10,626137.0,11.0,1.756804022122954e-05
538,ca,2016,11,564446.0,6.0,1.0629891964864665e-05
539,ca,2016,12,905032.0,14.0,1.546906628715891e-05
540,ca,2017,1,1009911.0,26.0,2.5744842862390843e-05
541,ca,2017,2,875831.0,34.0,3.88202746876966e-05
542,ca,2017,3,1049885.0,26.0,2.4764617077108445e-05
543,ca,2017,4,835073.0,14.0,1.6765001383112615e-05
544,ca,2017,5,1123466.0,17.0,1.5131744084823217e-05
545,ca,2017,6,1000081.0,16.0,1.5998704104967498e-05
546,ca,2017,7,984537.8571428572,14.714285714285714,1.4835158074732726e-05
547,ca,2017,8,968994.7142857143,13.428571428571429,1.3671612044497953e-05
548,ca,2017,9,953451.5714285715,12.142857142857142,1.250806601426318e-05
549,ca,2017,10,937908.4285714285,10.857142857142858,1.1344519984028407e-05
550,ca,2017,11,922365.2857142857,9.571428571428571,1.0180973953793635e-05
551,ca,2017,12,906822.1428571428,8.285714285714285,9.01742792355886e-06
552,ca,2018,1,891279.0,7.0,7.853881893324088e-06
553,ca,2018,2,721679.0,10.0,1.3856576123179419e-05
554,ca,2018,3,488239.0,18.0,3.6867190044220145e-05
555,ca,2018,4,597864.0,23.0,3.8470287557036386e-05
556,ca,2018,5,113756.0,3.0,2.6372235310664933e-05
557,ca,2018,6,474659.0,18.0,3.7921960818187373e-05
558,ca,2018,7,731123.0,6.0,8.206553480057392e-06
559,ca,2018,8,912183.0,42.0,4.604339260871996e-05
560,ca,2018,9,875533.0,19.0,2.1701066664534632e-05
561,ca,2018,10,899348.0,16.0,1.7790666127016462e-05
562,ca,2018,11,20828.0,2.0,9.602458229306702e-05
563,ca,2018,12,320684.5,21.5,8.10479809720245e-05
564,ca,2019,1,620541.0,41.0,6.607137965098197e-05
565,ca,2019,2,679553.0,5.0,7.357777833369877e-06
566,ca,2019,3,655518.0,7.0,1.0678577857511158e-05
567,ca,2019,4,804425.0,46.0,5.7183702644746245e-05
568,ca,2019,5,850623.0,5.0,5.878044680193223e-06
569,ca,2019,6,680437.0,29.0,4.2619669418329694e-05
570,ca,2019,7,918836.0,21.0,2.2855003504433872e-05
571,ca,2019,8,886070.0,14.0,1.580010608642658e-05
572,ca,2019,9,816680.5,12.166666666666666,1.4231189548629074e-05
573,ca,2019,10,747291.0,10.333333333333334,1.2662273010831568e-05
574,ca,2019,11,677901.5,8.5,1.1093356473034061e-05
575,ca,2019,12,608512.0,6.666666666666667,9.524439935236555e-06
576,ca,2020,1,539122.5,4.833333333333334,7.955523397439048e-06
577,ca,2020,2,469733.0,3.0,6.3866068596415415e-06
578,ca,2020,3,474741.0,2.0,4.2355150863328215e-06
579,ca,2020,4,479749.0,1.0,2.084423313024102e-06
580,ca,2020,5,566403.0,4.0,7.062109487414438e-06
581,ca,2020,6,500713.0,4.0,7.98860824464314e-06
582,ca,2020,7,747375.0,7.0,9.02429797566908e-06
583,ca,2020,8,994037.0,10.0,1.0059987706695022e-05
584,ca,2020,9,928069.0,4.0,4.310024362412709e-06
585,ca,2020,10,1010774.0,4.0,3.9573633670830476e-06
586,ca,2020,11,995189.0,3.0,3.014502772840134e-06
587,ca,2020,12,934851.0,4.0,4.278756721659388e-06
588,ca,2021,1,655520.0,5.0,1.0114093198318297e-05
589,ca,2021,2,376189.0,6.0,1.5949429674977204e-05
590,ca,2021,3,395615.0,3.0,7.583130063319136e-06
591,ca,2021,4,379212.0,2.0,5.274094701644463e-06
592,ca,2021,5,703341.0,6.0,8.530712698392388e-06
593,ca,2021,6,354506.0,2.0,5.641653455794824e-06
594,ca,2021,7,353397.0,1.0,2.8296788031590534e-06
595,ca,2021,8,358782.0,3.0,8.361623492817366e-06
596,ca,2021,9,729603.0,2.0,2.741216798724786e-06
597,ca,2021,10,370480.0,2.0,5.398402072986396e-06
598,ca,2021,11,366227.0,2.0,5.461093802477698e-06
599,ca,2021,12,367201.0,2.0,5.446608260870749e-06
600,co,2012,1,202199.0,1.5,1.6165248373250656e-05
601,co,2012,2,37197.0,1.0,2.688388848563056e-05
602,co,2012,3,40233.0,1.0,2.485521835309323e-05
603,co,2012,4,45698.333333333336,1.3333333333333333,2.8342676721789385e-05
604,co,2012,5,51163.666666666664,1.6666666666666665,3.1830135090485536e-05
605,co,2012,6,56629.0,2.0,3.531759345918169e-05
606,co,2012,7,78408.0,3.0,3.8261401897765534e-05
607,co,2012,8,79418.0,1.0,1.2591603918507139e-05
608,co,2012,9,59896.0,1.0,1.6695605716575396e-05
609,co,2012,10,83707.0,7.0,8.362502538616841e-05
610,co,2012,11,83968.0,1.0,1.1909298780487805e-05
611,co,2012,12,71823.0,1.0,1.3923116550408644e-05
612,co,2013,1,83109.0,4.0,4.81295647884104e-05
613,co,2013,2,62446.0,1.0,1.6013835954264484e-05
614,co,2013,3,92199.0,2.0,2.1692209243050358e-05
615,co,2013,4,87386.33333333333,2.0,2.3034750778658017e-05
616,co,2013,5,82573.66666666667,2.0,2.4377292314265672e-05
617,co,2013,6,77761.0,2.0,2.571983384987333e-05
618,co,2013,7,79757.0,1.5,1.8975900436245118e-05
619,co,2013,8,81753.0,1.0,1.2231967022616907e-05
620,co,2013,9,75870.0,5.0,6.590220113351786e-05
621,co,2013,10,76416.0,3.0,3.944781323015125e-05
622,co,2013,11,76962.0,1.0,1.2993425326784647e-05
623,co,2013,12,77179.0,2.0,2.5913784837844492e-05
624,co,2014,1,69460.0,1.5,2.1055238736604176e-05
625,co,2014,2,61741.0,1.0,1.6196692635363857e-05
626,co,2014,3,64775.0,3.0,4.631416441528367e-05
627,co,2014,4,74611.0,1.0,1.3402849445792175e-05
628,co,2014,5,76156.0,1.0,1.3130941751142392e-05
629,co,2014,6,80014.0,2.0,2.499562576549104e-05
630,co,2014,7,67710.0,2.0,2.9537734455767243e-05
631,co,2014,8,67119.5,2.5,3.7315425871482655e-05
632,co,2014,9,66529.0,3.0,4.5093117287198064e-05
633,co,2014,10,66032.0,1.0,1.5144172522413376e-05
634,co,2014,11,74499.0,1.0,1.342299896642908e-05
635,co,2014,12,72929.0,1.0,1.3711966433106171e-05
636,co,2015,1,72329.8,1.0,1.382945331750577e-05
637,co,2015,2,71730.6,1.0,1.3946940201905371e-05
638,co,2015,3,71131.4,1.0,1.406442708630497e-05
639,co,2015,4,70532.2,1.0,1.4181913970704572e-05
640,co,2015,5,69933.0,1.0,1.429940085510417e-05
641,co,2015,6,63952.0,2.0,3.127345509131849e-05
642,co,2015,7,53618.5,2.0,3.8739419009214745e-05
643,co,2015,8,43285.0,2.0,4.620538292711101e-05
644,co,2015,9,55762.5,2.0,3.775685324550158e-05
645,co,2015,10,68240.0,2.0,2.9308323563892145e-05
646,co,2015,11,68201.6,1.9,2.7851200238391872e-05
647,co,2015,12,68163.2,1.8,2.6394076912891598e-05
648,co,2016,1,68124.8,1.7,2.4936953587391328e-05
649,co,2016,2,68086.4,1.6,2.3479830261891055e-05
650,co,2016,3,68048.0,1.5,2.202270693639078e-05
651,co,2016,4,68009.6,1.4,2.0565583610890507e-05
652,co,2016,5,67971.2,1.2999999999999998,1.9108460285390234e-05
653,co,2016,6,67932.8,1.2,1.765133695988996e-05
654,co,2016,7,67894.4,1.1,1.6194213634389687e-05
655,co,2016,8,67856.0,1.0,1.4737090308889413e-05
656,co,2016,9,73254.75,1.0,1.3847643949372844e-05
657,co,2016,10,78653.5,1.0,1.2958197589856273e-05
658,co,2016,11,84052.25,1.0,1.2068751230339702e-05
659,co,2016,12,89451.0,1.0,1.1179304870823132e-05
660,co,2017,1,96923.0,3.0,3.095240551778216e-05
661,co,2017,2,84456.0,3.0,3.552145495879511e-05
662,co,2017,3,103592.0,2.0,1.930651015522434e-05
663,co,2017,4,76708.0,3.0,3.910934974187829e-05
664,co,2017,5,85195.5,2.5,3.0228970100596607e-05
665,co,2017,6,93683.0,2.0,2.1348590459314925e-05
666,co,2017,7,92489.71428571429,2.0,2.1647136902713925e-05
667,co,2017,8,91296.42857142857,2.0,2.1945683346112928e-05
668,co,2017,9,90103.14285714286,2.0,2.2244229789511928e-05
669,co,2017,10,88909.85714285714,2.0,2.254277623291093e-05
670,co,2017,11,87716.57142857143,2.0,2.284132267630993e-05
671,co,2017,12,86523.28571428571,2.0,2.313986911970893e-05
672,co,2018,1,85330.0,2.0,2.3438415563107934e-05
673,co,2018,2,70919.0,2.0,2.8201187269984066e-05
674,co,2018,3,46404.0,1.0,2.1549866390828377e-05
675,co,2018,4,55469.0,2.0,3.605617552146244e-05
676,co,2018,5,48947.5,1.5,2.981331380136668e-05
677,co,2018,6,42426.0,1.0,2.357045208127092e-05
678,co,2018,7,63446.0,1.0,1.576143492103521e-05
679,co,2018,8,83043.0,5.0,6.020977084161218e-05
680,co,2018,9,83190.0,4.0,4.810409345565256e-05
681,co,2018,10,83337.0,3.0,3.599841606969293e-05
682,co,2018,11,75225.66666666667,2.3333333333333335,2.964837430142074e-05
683,co,2018,12,67114.33333333333,1.6666666666666667,2.3298332533148552e-05
684,co,2019,1,59003.0,1.0,1.6948290764876363e-05
685,co,2019,2,59357.5,1.0,1.684767164181653e-05
686,co,2019,3,59712.0,1.0,1.67470525187567e-05
687,co,2019,4,72255.0,1.0,1.3839872673171406e-05
688,co,2019,5,72028.0,1.0,1.3883489753984562e-05
689,co,2019,6,75149.5,1.5,1.9717868856499376e-05
690,co,2019,7,78271.0,2.0,2.5552247959014194e-05
691,co,2019,8,76261.0,3.0,3.93385872202043e-05
692,co,2019,9,74595.45833333333,2.9166666666666665,3.88477010536952e-05
693,co,2019,10,72929.91666666667,2.8333333333333335,3.83568148871861e-05
694,co,2019,11,71264.375,2.75,3.7865928720677e-05
695,co,2019,12,69598.83333333333,2.6666666666666665,3.73750425541679e-05
696,co,2020,1,67933.29166666667,2.5833333333333335,3.68841563876588e-05
697,co,2020,2,66267.75,2.5,3.63932702211497e-05
698,co,2020,3,64602.20833333333,2.416666666666667,3.59023840546406e-05
699,co,2020,4,62936.666666666664,2.3333333333333335,3.54114978881315e-05
700,co,2020,5,61271.125,2.25,3.49206117216224e-05
701,co,2020,6,59605.58333333333,2.166666666666667,3.4429725555113296e-05
702,co,2020,7,57940.041666666664,2.0833333333333335,3.3938839388604196e-05
703,co,2020,8,56274.5,2.0,3.3447953222095095e-05
704,co,2020,9,54608.95833333333,1.9166666666666667,3.2957067055585995e-05
705,co,2020,10,52943.416666666664,1.8333333333333335,3.2466180889076894e-05
706,co,2020,11,51277.875,1.75,3.1975294722567794e-05
707,co,2020,12,49612.33333333333,1.6666666666666667,3.148440855605869e-05
708,co,2021,1,47946.791666666664,1.5833333333333335,3.099352238954959e-05
709,co,2021,2,46281.25,1.5,3.0502636223040492e-05
710,co,2021,3,44615.70833333333,1.4166666666666667,3.001175005653139e-05
711,co,2021,4,42950.166666666664,1.3333333333333335,2.952086389002229e-05
712,co,2021,5,41284.625,1.25,2.902997772351319e-05
713,co,2021,6,39619.08333333333,1.1666666666666667,2.853909155700409e-05
714,co,2021,7,37953.541666666664,1.0833333333333335,2.804820539049499e-05
715,co,2021,8,36288.0,1.0,2.755731922398589e-05
716,co,2021,9,31176.8,1.0,4.0681710764950916e-05
717,co,2021,10,26065.6,1.0,5.380610230591594e-05
718,co,2021,11,20954.4,1.0,6.693049384688098e-05
719,co,2021,12,15843.2,1.0,8.0054885387846e-05
720,ct,2012,1,10732.0,1.0,9.317927692881103e-05
721,ct,2012,2,38870.0,2.0,5.145356315924878e-05
722,ct,2012,3,43512.0,2.0,4.5964331678617394e-05
723,ct,2012,4,49881.0,2.3333333333333335,4.661248167897223e-05
724,ct,2012,5,56250.0,2.6666666666666665,4.7260631679327055e-05
725,ct,2012,6,62619.0,3.0,4.790878167968189e-05
726,ct,2012,7,89135.0,3.0,3.365681269983732e-05
727,ct,2012,8,88743.0,8.0,9.014795533168814e-05
728,ct,2012,9,64954.0,4.0,6.158204267635558e-05
729,ct,2012,10,86963.0,1.0,1.149914331382312e-05
730,ct,2012,11,89162.0,5.0,5.6077701262869834e-05
731,ct,2012,12,78160.0,2.0,2.5588536335721596e-05
732,ct,2013,1,87802.0,4.0,4.5557048814377803e-05
733,ct,2013,2,63462.0,1.0,1.5757461157858247e-05
734,ct,2013,3,92025.0,2.0,2.1733224667209997e-05
735,ct,2013,4,63810.0,5.0,7.835762419683435e-05
736,ct,2013,5,63492.0,3.0,4.725004725004725e-05
737,ct,2013,6,75549.0,2.0,2.647288514738779e-05
738,ct,2013,7,77971.5,2.5,3.18945513877845e-05
739,ct,2013,8,80394.0,3.0,3.731621762818121e-05
740,ct,2013,9,64299.0,3.0,4.6657024214995566e-05
741,ct,2013,10,64012.5,2.0,3.117460318492301e-05
742,ct,2013,11,63726.0,1.0,1.5692182154850453e-05
743,ct,2013,12,58918.666666666664,1.0,1.7222231447925074e-05
744,ct,2014,1,54111.333333333336,1.0,1.8752280740999695e-05
745,ct,2014,2,49304.0,1.0,2.0282330034074315e-05
746,ct,2014,3,50109.333333333336,1.3333333333333333,2.6411473438545033e-05
747,ct,2014,4,50914.666666666664,1.6666666666666665,3.254061684301575e-05
748,ct,2014,5,51720.0,2.0,3.8669760247486464e-05
749,ct,2014,6,52975.0,1.0,1.8876828692779613e-05
750,ct,2014,7,31044.0,1.0,6.430508832861301e-05
751,ct,2014,8,9113.0,1.0,0.0001097333479644464
752,ct,2014,9,20095.666666666664,1.0,8.108056313025654e-05
753,ct,2014,10,31078.333333333332,1.0,5.242777829606667e-05
754,ct,2014,11,42061.0,1.0,2.37749934618768e-05
755,ct,2014,12,42038.0,1.0,2.3788001332128076e-05
756,ct,2015,1,40608.333333333336,1.0,2.4804406370118685e-05
757,ct,2015,2,39178.666666666664,1.0,2.5820811408109292e-05
758,ct,2015,3,37749.0,1.0,2.68372164460999e-05
759,ct,2015,4,36319.333333333336,1.0,2.785362148409051e-05
760,ct,2015,5,34889.666666666664,1.0,2.887002652208112e-05
761,ct,2015,6,33460.0,1.0,2.9886431560071728e-05
762,ct,2015,7,40679.0,1.0,2.4582708522825045e-05
763,ct,2015,8,24049.0,1.0,4.158177055179009e-05
764,ct,2015,9,28943.0,1.0,3.455066855543655e-05
765,ct,2015,10,24018.0,1.0,4.6560976477198614e-05
766,ct,2015,11,19093.0,1.0,5.8571284398960686e-05
767,ct,2015,12,14168.0,1.0,7.058159232072275e-05
768,ct,2016,1,47277.0,1.0,2.1151934344395796e-05
769,ct,2016,2,44218.8,1.2,2.9427018619141976e-05
770,ct,2016,3,41160.6,1.4,3.770210289388815e-05
771,ct,2016,4,38102.4,1.6,4.5977187168634335e-05
772,ct,2016,5,35044.2,1.8,5.4252271443380504e-05
773,ct,2016,6,31986.0,2.0,6.252735571812669e-05
774,ct,2016,7,31257.4,2.0,6.413471666708153e-05
775,ct,2016,8,30528.8,2.0,6.574207761603637e-05
776,ct,2016,9,29800.2,2.0,6.734943856499122e-05
777,ct,2016,10,29071.6,2.0,6.895679951394605e-05
778,ct,2016,11,28343.0,2.0,7.05641604629009e-05
779,ct,2016,12,29844.4,1.8,6.203012892820077e-05
780,ct,2017,1,31345.8,1.6,5.349609739350065e-05
781,ct,2017,2,32847.2,1.4,4.496206585880053e-05
782,ct,2017,3,34348.6,1.2,3.6428034324100404e-05
783,ct,2017,4,35850.0,1.0,2.789400278940028e-05
784,ct,2017,5,36115.22222222222,1.0,2.7700522406355647e-05
785,ct,2017,6,36380.444444444445,1.0,2.7507042023311015e-05
786,ct,2017,7,36645.666666666664,1.0,2.7313561640266383e-05
787,ct,2017,8,36910.88888888889,1.0,2.712008125722175e-05
788,ct,2017,9,37176.11111111111,1.0,2.6926600874177118e-05
789,ct,2017,10,37441.333333333336,1.0,2.6733120491132486e-05
790,ct,2017,11,37706.555555555555,1.0,2.6539640108087854e-05
791,ct,2017,12,37971.77777777778,1.0,2.634615972504322e-05
792,ct,2018,1,38237.0,1.0,2.615267934199859e-05
793,ct,2018,2,30895.0,1.0,3.236769703835572e-05
794,ct,2018,3,20937.0,1.0,4.7762334622916366e-05
795,ct,2018,4,24554.2,1.0,4.333505028296267e-05
796,ct,2018,5,28171.4,1.0,3.8907765943008975e-05
797,ct,2018,6,31788.6,1.0,3.448048160305528e-05
798,ct,2018,7,35405.8,1.0,3.0053197263101583e-05
799,ct,2018,8,39023.0,1.0,2.5625912923147888e-05
800,ct,2018,9,37145.0,1.0,2.6921523758244717e-05
801,ct,2018,10,34325.0,1.75,5.885342775972356e-05
802,ct,2018,11,31505.0,2.5,9.07853317612024e-05
803,ct,2018,12,28685.0,3.25,0.00012271723576268124
804,ct,2019,1,25865.0,4.0,0.00015464913976416007
805,ct,2019,2,27790.666666666668,3.0,0.00011363394813681296
806,ct,2019,3,29716.333333333332,2.0,7.261875650946583e-05
807,ct,2019,4,31642.0,1.0,3.1603564882118704e-05
808,ct,2019,5,28180.0,1.0,3.6029956241528645e-05
809,ct,2019,6,24718.0,1.0,4.0456347600938586e-05
810,ct,2019,7,24997.608695652172,1.0,4.009319159003778e-05
811,ct,2019,8,25277.217391304348,1.0,3.973003557913696e-05
812,ct,2019,9,25556.82608695652,1.0,3.936687956823615e-05
813,ct,2019,10,25836.434782608696,1.0,3.9003723557335337e-05
814,ct,2019,11,26116.043478260868,1.0,3.864056754643453e-05
815,ct,2019,12,26395.652173913044,1.0,3.827741153553371e-05
816,ct,2020,1,26675.260869565216,1.0,3.79142555246329e-05
817,ct,2020,2,26954.869565217392,1.0,3.755109951373209e-05
818,ct,2020,3,27234.478260869564,1.0,3.718794350283128e-05
819,ct,2020,4,27514.08695652174,1.0,3.682478749193047e-05
820,ct,2020,5,27793.695652173912,1.0,3.646163148102965e-05
821,ct,2020,6,28073.304347826088,1.0,3.6098475470128844e-05
822,ct,2020,7,28352.91304347826,1.0,3.573531945922803e-05
823,ct,2020,8,28632.521739130436,1.0,3.537216344832722e-05
